Crime_id,day_of_week,time_in_queue,town_name,province_name,location_id,year,crime_type,victim_gender,time_of_day
C352409,Monday,63,Rural,Hawassa,HaRu20771,2014,vandalism,F,4
C352411,Sunday,45,Rural,Kilimani,KiRu28200,2014,theft,F,4
C352428,Saturday,268,Dahabu,Amanzi,AmDa12223,2014,harassment,M,5
C352436,Monday,63,Rural,Hawassa,HaRu20771,2014,harassment,F,7
C352465,Saturday,326,Zuri,Kilimani,KiZu31330,2014,severe_assault,M,19
C352466,Friday,309,Rural,Sokoto,SoRu36345,2014,vandalism,F,4
C352477,Friday,309,Rural,Sokoto,SoRu36345,2014,harassment,F,8
C352487,Wednesday,42,Rural,Sokoto,SoRu37529,2014,harassment,F,8
C352489,Friday,107,Mrembo,Kilimani,KiMr25227,2014,harassment,F,13
C352501,Sunday,173,Rural,Hawassa,HaRu17314,2014,vandalism,M,20
C352504,Tuesday,211,Rural,Sokoto,SoRu35016,2014,harassment,F,17
C352515,Monday,49,Rural,Akatsi,AkRu04522,2014,vandalism,F,11
C352541,Tuesday,281,Dahabu,Amanzi,AmDa11603,2014,vandalism,M,13
C352553,Tuesday,56,Zanzibar,Hawassa,HaZa21880,2014,sexual_assault,M,10
C352577,Thursday,22,Rural,Kilimani,KiRu28954,2014,harassment,F,15
C352598,Tuesday,21,Rural,Akatsi,AkRu03842,2014,harassment,F,15
C352606,Friday,70,Rural,Akatsi,AkRu05098,2014,harassment,F,23
C352614,Wednesday,79,Zuri,Kilimani,KiZu31178,2014,theft,M,19
C352617,Tuesday,21,Rural,Akatsi,AkRu03842,2014,sexual_assault,F,19
C352621,Friday,248,Rural,Akatsi,AkRu04911,2014,sexual_assault,C,20
C352623,Friday,174,Rural,Akatsi,AkRu03698,2014,vandalism,F,7
C352634,Thursday,147,Rural,Sokoto,SoRu37961,2014,sexual_assault,F,23
C352635,Friday,248,Rural,Akatsi,AkRu04911,2014,harassment,F,20
C352637,Saturday,315,Rural,Kilimani,KiRu25318,2014,severe_assault,F,23
C352648,Friday,248,Rural,Akatsi,AkRu04911,2014,sexual_assault,F,20
C352654,Wednesday,191,Rural,Hawassa,HaRu20843,2014,harassment,F,19
C352664,Thursday,115,Zuri,Kilimani,KiZu30771,2014,harassment,F,11
C352675,Monday,115,Rural,Akatsi,AkRu08831,2014,harassment,F,23
C352684,Friday,70,Rural,Hawassa,HaRu17498,2014,theft,F,18
C352710,Monday,292,Zuri,Kilimani,KiZu31083,2014,harassment,F,17
C352740,Sunday,35,Rural,Kilimani,KiRu28609,2014,public_intoxication,F,22
C352744,Wednesday,180,Rural,Hawassa,HaRu17560,2014,harassment,F,17
C352751,Friday,148,Rural,Kilimani,KiRu27759,2014,harassment,F,13
C352761,Tuesday,26,Pwani,Amanzi,AmPw12546,2014,theft,M,10
C352762,Tuesday,26,Pwani,Amanzi,AmPw12546,2014,vandalism,M,22
C352764,Saturday,366,Zuri,Kilimani,KiZu31426,2014,sexual_assault,F,22
C352779,Saturday,366,Zuri,Kilimani,KiZu31426,2014,public_intoxication,M,20
C352781,Monday,114,Lusaka,Akatsi,AkLu02106,2014,harassment,F,20
C352787,Tuesday,114,Rural,Kilimani,KiRu28024,2014,harassment,F,6
C352791,Thursday,25,Rural,Sokoto,SoRu36635,2014,sexual_assault,F,5
C352823,Saturday,57,Rural,Amanzi,AmRu13934,2014,public_intoxication,M,5
C352825,Tuesday,26,Pwani,Amanzi,AmPw12546,2014,harassment,M,22
C352829,Saturday,57,Rural,Amanzi,AmRu13934,2014,theft,F,4
C352833,Thursday,22,Rural,Kilimani,KiRu28954,2014,severe_assault,M,4
C352885,Monday,99,Zuri,Kilimani,KiZu31297,2014,harassment,F,9
C352887,Saturday,326,Rural,Hawassa,HaRu18924,2014,theft,M,17
C352888,Sunday,24,Rural,Sokoto,SoRu36349,2014,sexual_assault,C,6
C352912,Monday,99,Zuri,Kilimani,KiZu31297,2014,sexual_assault,F,23
C352929,Tuesday,220,Abidjan,Amanzi,AmAb09045,2014,public_intoxication,M,10
C352937,Monday,113,Rural,Hawassa,HaRu18656,2014,harassment,F,10
C352938,Monday,113,Rural,Hawassa,HaRu18656,2014,sexual_assault,F,22
C352940,Saturday,186,Asmara,Amanzi,AmAs10400,2014,public_intoxication,M,4
C352947,Friday,226,Rural,Sokoto,SoRu38168,2014,harassment,M,19
C352951,Friday,226,Rural,Sokoto,SoRu38168,2014,harassment,F,18
C352976,Monday,160,Rural,Kilimani,KiRu28278,2014,severe_assault,F,15
C352979,Tuesday,240,Rural,Akatsi,AkRu04941,2014,murder,F,13
C353033,Monday,304,Rural,Sokoto,SoRu35819,2014,harassment,F,21
C353050,Saturday,51,Rural,Kilimani,KiRu30485,2014,harassment,M,19
C353061,Friday,74,Mrembo,Kilimani,KiMr24758,2014,severe_assault,F,22
C353087,Friday,112,Rural,Akatsi,AkRu06719,2014,sexual_assault,F,12
C353088,Saturday,51,Rural,Kilimani,KiRu30485,2014,theft,M,22
C353098,Friday,76,Rural,Akatsi,AkRu08311,2014,harassment,F,4
C353103,Saturday,184,Rural,Hawassa,HaRu20467,2014,vandalism,F,12
C353105,Friday,30,Rural,Akatsi,AkRu06708,2014,harassment,F,14
C353127,Monday,102,Rural,Sokoto,SoRu38531,2014,sexual_assault,F,19
C353147,Saturday,53,Rural,Hawassa,HaRu18119,2014,theft,C,20
C353158,Saturday,184,Rural,Hawassa,HaRu20467,2014,vandalism,F,20
C353159,Monday,212,Amina,Amanzi,AmAm09505,2014,theft,C,20
C353162,Monday,212,Amina,Amanzi,AmAm09505,2014,murder,F,19
C353181,Wednesday,119,Bello,Amanzi,AmBe11185,2014,harassment,C,8
C353189,Thursday,240,Bello,Amanzi,AmBe11159,2014,harassment,C,16
C353200,Wednesday,168,Rural,Sokoto,SoRu36399,2014,harassment,F,8
C353242,Wednesday,112,Rural,Akatsi,AkRu05388,2014,theft,F,21
C353261,Wednesday,96,Rural,Kilimani,KiRu26936,2014,vandalism,M,21
C353274,Friday,193,Rural,Kilimani,KiRu25986,2014,murder,F,19
C353276,Monday,214,Rural,Sokoto,SoRu36108,2014,harassment,C,8
C353299,Wednesday,24,Rural,Hawassa,HaRu18415,2014,harassment,F,13
C353300,Sunday,73,Harare,Kilimani,KiHa23105,2014,public_intoxication,F,18
C353311,Monday,164,Rural,Kilimani,KiRu26966,2014,harassment,M,21
C353316,Friday,54,Bello,Amanzi,AmBe11107,2014,harassment,F,21
C353358,Wednesday,221,Rural,Hawassa,HaRu18769,2014,theft,M,23
C353368,Monday,219,Rural,Akatsi,AkRu03017,2014,harassment,F,20
C353374,Saturday,473,Rural,Akatsi,AkRu07199,2014,public_intoxication,F,22
C353380,Friday,102,Marang,Sokoto,SoMa34581,2014,harassment,F,18
C353389,Tuesday,236,Rural,Akatsi,AkRu03174,2014,theft,F,16
C353411,Saturday,193,Rural,Akatsi,AkRu02839,2014,vandalism,F,14
C353414,Monday,295,Bello,Amanzi,AmBe10963,2014,public_intoxication,M,6
C353439,Friday,172,Rural,Akatsi,AkRu06431,2014,harassment,F,19
C353468,Wednesday,59,Zuri,Kilimani,KiZu31066,2014,severe_assault,F,23
C353484,Monday,120,Rural,Kilimani,KiRu27032,2014,sexual_assault,F,22
C353500,Friday,158,Kofi,Sokoto,SoKo33370,2014,severe_assault,C,22
C353512,Monday,102,Rural,Hawassa,HaRu17246,2014,theft,F,4
C353525,Monday,40,Rural,Hawassa,HaRu19228,2014,sexual_assault,F,6
C353543,Wednesday,28,Rural,Kilimani,KiRu27520,2014,sexual_assault,M,17
C353544,Monday,287,Zuri,Kilimani,KiZu30800,2014,theft,C,16
C353581,Sunday,41,Dahabu,Amanzi,AmDa11694,2014,sexual_assault,F,20
C353582,Thursday,61,Rural,Sokoto,SoRu37956,2014,vandalism,M,19
C353613,Friday,20,Rural,Sokoto,SoRu38958,2014,sexual_assault,F,8
C353615,Saturday,502,Rural,Amanzi,AmRu14449,2014,severe_assault,M,9
C353619,Friday,72,Rural,Kilimani,KiRu27110,2014,harassment,F,20
C353634,Tuesday,129,Rural,Akatsi,AkRu05388,2014,harassment,F,19
C353644,Sunday,22,Rural,Akatsi,AkRu05152,2014,vandalism,F,6
C353657,Thursday,205,Rural,Kilimani,KiRu26593,2014,sexual_assault,F,11
C353660,Wednesday,76,Rural,Kilimani,KiRu28470,2014,harassment,M,13
C353666,Saturday,196,Rural,Sokoto,SoRu38767,2014,murder,M,9
C353667,Sunday,70,Rural,Kilimani,KiRu25930,2014,harassment,C,10
C353680,Saturday,502,Rural,Amanzi,AmRu14449,2014,theft,C,12
C353700,Monday,148,Rural,Amanzi,AmRu13622,2014,theft,F,10
C353713,Thursday,106,Rural,Hawassa,HaRu17483,2014,severe_assault,C,23
C353761,Thursday,71,Rural,Kilimani,KiRu29333,2014,severe_assault,C,19
C353767,Saturday,433,Mrembo,Kilimani,KiMr24944,2014,harassment,M,9
C353790,Friday,229,Rural,Sokoto,SoRu36812,2014,harassment,F,21
C353794,Thursday,95,Rural,Sokoto,SoRu38765,2014,sexual_assault,F,23
C353805,Friday,229,Rural,Sokoto,SoRu36812,2014,sexual_assault,F,6
C353809,Saturday,93,Rural,Akatsi,AkRu08210,2014,theft,M,21
C353812,Saturday,167,Rural,Kilimani,KiRu27539,2014,theft,F,4
C353823,Friday,287,Rural,Hawassa,HaRu19059,2014,harassment,F,7
C353851,Monday,110,Rural,Kilimani,KiRu25915,2014,harassment,F,9
C353883,Wednesday,166,Rural,Sokoto,SoRu36096,2014,vandalism,F,4
C353888,Tuesday,74,Rural,Kilimani,KiRu29401,2014,harassment,F,17
C353889,Sunday,123,Rural,Sokoto,SoRu38886,2014,severe_assault,F,21
C353891,Saturday,196,Rural,Sokoto,SoRu38767,2014,severe_assault,C,9
C353901,Saturday,167,Rural,Kilimani,KiRu27539,2014,public_intoxication,M,18
C353903,Friday,37,Rural,Hawassa,HaRu19018,2014,severe_assault,F,19
C353918,Friday,82,Rural,Akatsi,AkRu02836,2014,harassment,F,18
C353949,Thursday,30,Rural,Kilimani,KiRu29063,2014,harassment,F,10
C353953,Friday,82,Rural,Kilimani,KiRu26769,2014,public_intoxication,C,18
C353960,Monday,232,Zuri,Kilimani,KiZu31117,2014,public_intoxication,C,13
C353965,Thursday,138,Amina,Amanzi,AmAm09741,2014,sexual_assault,M,7
C353971,Thursday,202,Yaounde,Hawassa,HaYa21583,2014,theft,F,18
C354025,Friday,207,Rural,Kilimani,KiRu25365,2014,sexual_assault,F,19
C354030,Thursday,108,Rural,Hawassa,HaRu18145,2014,harassment,F,6
C354041,Sunday,91,Rural,Kilimani,KiRu30073,2014,public_intoxication,C,23
C354057,Saturday,184,Rural,Hawassa,HaRu20467,2014,severe_assault,M,13
C354073,Sunday,83,Rural,Akatsi,AkRu04347,2014,public_intoxication,F,22
C354084,Sunday,91,Rural,Kilimani,KiRu30073,2014,harassment,F,22
C354090,Friday,207,Rural,Kilimani,KiRu25365,2014,harassment,F,17
C354092,Thursday,30,Rural,Hawassa,HaRu18154,2014,sexual_assault,M,23
C354097,Saturday,255,Rural,Akatsi,AkRu08131,2014,harassment,C,18
C354098,Wednesday,83,Rural,Akatsi,AkRu08834,2014,public_intoxication,F,20
C354105,Saturday,499,Rural,Sokoto,SoRu38610,2014,harassment,F,21
C354116,Saturday,255,Rural,Akatsi,AkRu08131,2014,theft,F,12
C354123,Friday,54,Rural,Hawassa,HaRu17845,2014,harassment,F,8
C354128,Monday,17,Rural,Kilimani,KiRu28898,2014,murder,F,17
C354131,Thursday,76,Zuri,Kilimani,KiZu31014,2014,harassment,F,5
C354135,Saturday,310,Rural,Kilimani,KiRu26132,2014,severe_assault,M,7
C354137,Tuesday,150,Rural,Amanzi,AmRu12953,2014,harassment,M,19
C354142,Friday,98,Zuri,Kilimani,KiZu30935,2014,severe_assault,M,5
C354150,Saturday,161,Rural,Sokoto,SoRu39080,2014,murder,F,21
C354167,Thursday,121,Rural,Sokoto,SoRu38697,2014,vandalism,F,19
C354205,Thursday,121,Rural,Sokoto,SoRu38697,2014,sexual_assault,F,22
C354208,Friday,116,Rural,Kilimani,KiRu25255,2014,harassment,F,5
C354228,Tuesday,91,Rural,Hawassa,HaRu20023,2014,theft,M,10
C354229,Saturday,422,Rural,Akatsi,AkRu08913,2014,harassment,F,21
C354282,Tuesday,98,Rural,Amanzi,AmRu14092,2014,public_intoxication,M,8
C354315,Thursday,28,Rural,Akatsi,AkRu04759,2014,severe_assault,C,19
C354318,Friday,84,Rural,Akatsi,AkRu07225,2014,harassment,F,22
C354332,Thursday,186,Rural,Akatsi,AkRu05063,2014,murder,F,20
C354359,Thursday,28,Rural,Akatsi,AkRu04759,2014,theft,F,12
C354361,Wednesday,192,Rural,Sokoto,SoRu39410,2014,severe_assault,F,15
C354380,Wednesday,202,Rural,Akatsi,AkRu04035,2014,theft,F,15
C354388,Friday,322,Pwani,Amanzi,AmPw12321,2014,severe_assault,M,15
C354401,Friday,25,Rural,Akatsi,AkRu08140,2014,harassment,F,22
C354402,Monday,207,Rural,Akatsi,AkRu04152,2014,theft,M,16
C354405,Thursday,41,Rural,Sokoto,SoRu35235,2014,public_intoxication,F,21
C354419,Monday,181,Rural,Kilimani,KiRu29724,2014,theft,F,23
C354429,Wednesday,69,Rural,Kilimani,KiRu29075,2014,murder,F,9
C354431,Wednesday,202,Rural,Akatsi,AkRu04035,2014,harassment,F,17
C354452,Friday,260,Zuri,Kilimani,KiZu30972,2014,severe_assault,M,12
C354459,Friday,160,Rural,Kilimani,KiRu29092,2014,harassment,F,11
C354463,Monday,181,Rural,Kilimani,KiRu29724,2014,theft,F,21
C354464,Saturday,256,Rural,Hawassa,HaRu19152,2014,murder,M,4
C354470,Sunday,151,Rural,Kilimani,KiRu27620,2014,severe_assault,M,20
C354475,Saturday,474,Lusaka,Akatsi,AkLu02136,2014,theft,F,9
C354476,Thursday,43,Abidjan,Amanzi,AmAb08996,2014,sexual_assault,F,6
C354491,Saturday,373,Zuri,Kilimani,KiZu31036,2014,sexual_assault,F,13
C354511,Saturday,318,Rural,Sokoto,SoRu38100,2014,public_intoxication,M,10
C354513,Thursday,145,Rural,Akatsi,AkRu03698,2014,harassment,F,4
C354515,Thursday,145,Rural,Akatsi,AkRu03698,2014,public_intoxication,M,7
C354519,Thursday,145,Rural,Akatsi,AkRu03698,2014,harassment,F,21
C354540,Saturday,474,Lusaka,Akatsi,AkLu02136,2014,sexual_assault,F,13
C354543,Saturday,318,Rural,Sokoto,SoRu38100,2014,severe_assault,M,20
C354585,Monday,138,Zuri,Kilimani,KiZu31251,2014,theft,M,20
C354586,Thursday,103,Zuri,Kilimani,KiZu31001,2014,harassment,F,7
C354588,Saturday,125,Rural,Hawassa,HaRu17498,2014,public_intoxication,F,6
C354604,Saturday,125,Rural,Hawassa,HaRu17498,2014,public_intoxication,F,15
C354611,Saturday,413,Harare,Kilimani,KiHa22754,2014,sexual_assault,M,22
C354617,Saturday,58,Rural,Akatsi,AkRu04315,2014,harassment,C,5
C354633,Sunday,22,Rural,Hawassa,HaRu19174,2014,theft,M,20
C354637,Friday,160,Rural,Akatsi,AkRu06977,2014,theft,F,20
C354643,Friday,209,Rural,Sokoto,SoRu36533,2014,public_intoxication,F,8
C354656,Tuesday,134,Rural,Hawassa,HaRu19793,2014,public_intoxication,F,4
C354667,Friday,160,Rural,Akatsi,AkRu06977,2014,theft,F,21
C354678,Friday,209,Rural,Sokoto,SoRu36533,2014,vandalism,F,20
C354712,Tuesday,199,Cheche,Sokoto,SoCh31939,2014,theft,F,20
C354713,Saturday,224,Dahabu,Amanzi,AmDa11654,2014,public_intoxication,C,22
C354714,Friday,209,Rural,Sokoto,SoRu36533,2014,harassment,F,5
C354745,Friday,73,Rural,Kilimani,KiRu30226,2014,severe_assault,M,21
C354754,Monday,51,Rural,Akatsi,AkRu06695,2014,public_intoxication,C,14
C354773,Monday,240,Dahabu,Amanzi,AmDa11919,2014,harassment,F,12
C354804,Thursday,120,Kofi,Sokoto,SoKo33479,2014,sexual_assault,F,8
C354831,Saturday,350,Zuri,Kilimani,KiZu30881,2014,severe_assault,M,11
C354834,Saturday,289,Rural,Sokoto,SoRu35024,2014,sexual_assault,C,21
C354835,Sunday,65,Amara,Kilimani,KiAm21933,2014,severe_assault,M,8
C354842,Thursday,111,Rural,Kilimani,KiRu27098,2014,severe_assault,C,13
C354844,Friday,25,Rural,Akatsi,AkRu08140,2014,harassment,M,21
C354854,Tuesday,105,Abidjan,Amanzi,AmAb09117,2014,theft,F,19
C354859,Monday,102,Rural,Akatsi,AkRu03495,2014,harassment,F,7
C354860,Monday,102,Rural,Akatsi,AkRu03495,2014,public_intoxication,F,10
C354878,Thursday,67,Rural,Akatsi,AkRu07173,2014,sexual_assault,M,5
C354902,Saturday,350,Zuri,Kilimani,KiZu30881,2014,theft,F,22
C354903,Tuesday,125,Zuri,Kilimani,KiZu31009,2014,theft,M,17
C354904,Thursday,158,Rural,Amanzi,AmRu15285,2014,sexual_assault,M,5
C354907,Saturday,350,Zuri,Kilimani,KiZu30881,2014,harassment,M,22
C354908,Saturday,232,Rural,Kilimani,KiRu26448,2014,harassment,F,21
C354933,Tuesday,49,Rural,Akatsi,AkRu03888,2014,harassment,F,6
C354949,Saturday,289,Rural,Sokoto,SoRu35024,2014,vandalism,F,13
C354956,Sunday,66,Rural,Sokoto,SoRu37771,2014,theft,C,7
C354964,Thursday,67,Rural,Akatsi,AkRu07173,2014,theft,F,19
C354980,Saturday,419,Rural,Akatsi,AkRu06434,2014,harassment,F,19
C354988,Saturday,419,Rural,Akatsi,AkRu06434,2014,vandalism,F,11
C354992,Saturday,419,Rural,Akatsi,AkRu06434,2014,harassment,M,16
C354995,Saturday,513,Zuri,Kilimani,KiZu31033,2014,harassment,M,12
C355003,Tuesday,30,Lusaka,Akatsi,AkLu01951,2014,harassment,F,10
C355027,Sunday,96,Rural,Sokoto,SoRu35083,2014,harassment,F,8
C355038,Friday,154,Asmara,Amanzi,AmAs10655,2014,harassment,M,10
C355078,Saturday,513,Zuri,Kilimani,KiZu31033,2014,public_intoxication,M,13
C355092,Wednesday,123,Rural,Hawassa,HaRu18298,2014,severe_assault,M,17
C355129,Wednesday,44,Rural,Hawassa,HaRu20505,2014,harassment,F,15
C355134,Tuesday,82,Rural,Sokoto,SoRu35756,2014,sexual_assault,F,22
C355151,Friday,163,Rural,Hawassa,HaRu19142,2014,harassment,M,4
C355174,Friday,217,Rural,Sokoto,SoRu37996,2014,theft,F,4
C355192,Monday,30,Rural,Sokoto,SoRu38318,2014,severe_assault,M,17
C355198,Wednesday,178,Rural,Sokoto,SoRu36543,2014,vandalism,C,9
C355228,Sunday,45,Rural,Kilimani,KiRu28639,2014,harassment,C,4
C355231,Saturday,196,Rural,Akatsi,AkRu07832,2014,theft,F,19
C355249,Monday,98,Zuri,Kilimani,KiZu31326,2014,public_intoxication,F,17
C355255,Tuesday,143,Rural,Kilimani,KiRu27175,2014,sexual_assault,F,21
C355261,Saturday,420,Rural,Hawassa,HaRu17304,2014,harassment,F,6
C355281,Tuesday,99,Zuri,Kilimani,KiZu30972,2014,harassment,F,18
C355285,Friday,119,Rural,Akatsi,AkRu05509,2014,harassment,F,13
C355297,Monday,298,Pwani,Amanzi,AmPw12558,2014,harassment,M,17
C355300,Friday,60,Rural,Kilimani,KiRu26267,2014,harassment,F,13
C355307,Wednesday,174,Rural,Hawassa,HaRu18171,2014,sexual_assault,F,9
C355322,Monday,114,Pwani,Amanzi,AmPw12552,2014,harassment,F,13
C355338,Monday,158,Rural,Kilimani,KiRu26107,2014,harassment,F,21
C355339,Friday,146,Zuri,Kilimani,KiZu31312,2014,severe_assault,F,15
C355344,Saturday,106,Rural,Hawassa,HaRu19220,2014,sexual_assault,M,8
C355351,Monday,231,Rural,Sokoto,SoRu35293,2014,severe_assault,F,9
C355354,Monday,231,Rural,Sokoto,SoRu35293,2014,sexual_assault,F,16
C355387,Tuesday,171,Rural,Kilimani,KiRu25491,2014,murder,F,14
C355394,Tuesday,116,Rural,Akatsi,AkRu02821,2014,harassment,F,7
C355400,Sunday,63,Asmara,Amanzi,AmAs10664,2014,public_intoxication,M,21
C355407,Tuesday,116,Rural,Akatsi,AkRu02821,2014,theft,F,18
C355412,Monday,164,Rural,Akatsi,AkRu05801,2014,theft,F,8
C355419,Monday,120,Rural,Kilimani,KiRu29162,2014,harassment,F,15
C355421,Monday,93,Rural,Hawassa,HaRu18976,2014,vandalism,C,10
C355442,Monday,140,Rural,Kilimani,KiRu27124,2014,sexual_assault,F,20
C355457,Sunday,118,Abidjan,Amanzi,AmAb09045,2014,vandalism,M,19
C355498,Monday,24,Pwani,Amanzi,AmPw12286,2014,public_intoxication,M,6
C355499,Monday,187,Zuri,Kilimani,KiZu31100,2014,public_intoxication,F,21
C355514,Sunday,113,Dahabu,Amanzi,AmDa12211,2014,vandalism,M,8
C355518,Thursday,167,Rural,Akatsi,AkRu07271,2014,harassment,F,4
C355519,Saturday,139,Rural,Akatsi,AkRu08557,2014,harassment,M,13
C355524,Saturday,139,Rural,Akatsi,AkRu08557,2014,harassment,F,6
C355531,Friday,103,Rural,Akatsi,AkRu05157,2014,public_intoxication,F,17
C355546,Saturday,321,Rural,Akatsi,AkRu06098,2014,vandalism,F,6
C355550,Wednesday,123,Rural,Hawassa,HaRu18298,2014,murder,F,16
C355557,Wednesday,123,Rural,Hawassa,HaRu18298,2014,harassment,F,4
C355560,Thursday,242,Rural,Sokoto,SoRu37258,2014,vandalism,C,17
C355563,Thursday,179,Rural,Hawassa,HaRu20545,2014,theft,F,17
C355566,Thursday,242,Rural,Sokoto,SoRu37258,2014,vandalism,C,19
C355598,Thursday,110,Rural,Akatsi,AkRu04289,2014,sexual_assault,F,19
C355607,Tuesday,156,Pwani,Amanzi,AmPw12384,2014,sexual_assault,M,12
C355616,Monday,368,Rural,Akatsi,AkRu08076,2014,harassment,F,23
C355617,Monday,16,Rural,Akatsi,AkRu03199,2014,sexual_assault,F,8
C355619,Thursday,80,Rural,Amanzi,AmRu14672,2014,harassment,M,18
C355627,Sunday,41,Pwani,Amanzi,AmPw12525,2014,vandalism,F,18
C355652,Monday,74,Rural,Kilimani,KiRu28268,2014,murder,F,17
C355658,Monday,74,Rural,Kilimani,KiRu28268,2014,harassment,F,4
C355671,Friday,311,Rural,Hawassa,HaRu17304,2014,public_intoxication,M,17
C355687,Friday,101,Rural,Akatsi,AkRu03841,2014,harassment,F,20
C355691,Wednesday,82,Zuri,Kilimani,KiZu30898,2014,harassment,F,9
C355702,Monday,28,Dahabu,Amanzi,AmDa11350,2014,public_intoxication,M,23
C355707,Saturday,56,Rural,Akatsi,AkRu07575,2014,harassment,C,17
C355719,Thursday,274,Rural,Hawassa,HaRu19572,2014,harassment,M,5
C355723,Wednesday,163,Majengo,Sokoto,SoMa33928,2014,harassment,F,16
C355726,Thursday,26,Rural,Amanzi,AmRu15598,2014,severe_assault,M,14
C355755,Wednesday,26,Rural,Akatsi,AkRu08490,2014,theft,F,18
C355757,Friday,259,Rural,Kilimani,KiRu29273,2014,vandalism,F,19
C355766,Saturday,323,Rural,Kilimani,KiRu28359,2014,theft,F,16
C355771,Saturday,323,Rural,Kilimani,KiRu28359,2014,public_intoxication,M,20
C355772,Monday,84,Rural,Kilimani,KiRu25351,2014,harassment,F,19
C355774,Friday,56,Rural,Akatsi,AkRu08391,2014,harassment,F,12
C355786,Saturday,323,Rural,Kilimani,KiRu28359,2014,sexual_assault,M,20
C355788,Monday,152,Rural,Hawassa,HaRu17783,2014,theft,F,13
C355793,Friday,259,Rural,Kilimani,KiRu29273,2014,vandalism,M,17
C355803,Thursday,174,Rural,Sokoto,SoRu35008,2014,sexual_assault,M,5
C355813,Saturday,480,Rural,Kilimani,KiRu29112,2014,public_intoxication,M,9
C355843,Friday,77,Rural,Sokoto,SoRu34680,2014,harassment,F,18
C355863,Saturday,229,Rural,Kilimani,KiRu28922,2014,theft,F,21
C355866,Friday,266,Asmara,Amanzi,AmAs10165,2014,theft,M,12
C355870,Wednesday,100,Rural,Sokoto,SoRu37368,2014,harassment,F,8
C355874,Saturday,356,Rural,Sokoto,SoRu36084,2014,vandalism,M,23
C355883,Friday,22,Asmara,Amanzi,AmAs10551,2014,theft,M,15
C355896,Monday,280,Rural,Akatsi,AkRu07803,2014,sexual_assault,F,18
C355900,Monday,189,Rural,Sokoto,SoRu35438,2014,public_intoxication,M,15
C355908,Friday,22,Asmara,Amanzi,AmAs10551,2014,severe_assault,M,15
C355919,Friday,286,Bello,Amanzi,AmBe10943,2014,public_intoxication,M,20
C355925,Friday,119,Rural,Kilimani,KiRu27539,2014,sexual_assault,F,21
C355945,Sunday,40,Rural,Amanzi,AmRu15823,2014,public_intoxication,C,15
C355950,Friday,290,Rural,Kilimani,KiRu30443,2014,harassment,F,10
C355962,Friday,88,Amina,Amanzi,AmAm09929,2014,public_intoxication,M,7
C355967,Sunday,97,Rural,Sokoto,SoRu37939,2014,vandalism,M,9
C355989,Monday,196,Rural,Sokoto,SoRu38903,2014,harassment,F,5
C356003,Wednesday,104,Rural,Amanzi,AmRu14672,2014,harassment,F,21
C356005,Monday,352,Rural,Kilimani,KiRu28616,2014,public_intoxication,F,18
C356024,Tuesday,108,Rural,Kilimani,KiRu26777,2014,sexual_assault,F,17
C356067,Tuesday,152,Rural,Hawassa,HaRu17843,2014,sexual_assault,F,6
C356071,Tuesday,108,Rural,Kilimani,KiRu26777,2014,harassment,F,17
C356123,Friday,28,Rural,Akatsi,AkRu07001,2014,harassment,F,4
C356139,Saturday,217,Rural,Akatsi,AkRu05140,2014,harassment,F,16
C356140,Thursday,255,Rural,Hawassa,HaRu17011,2014,sexual_assault,F,5
C356143,Saturday,217,Rural,Akatsi,AkRu05140,2014,theft,F,16
C356147,Tuesday,113,Pwani,Amanzi,AmPw12515,2014,public_intoxication,C,11
C356149,Saturday,268,Rural,Akatsi,AkRu06383,2014,harassment,F,23
C356170,Saturday,64,Rural,Amanzi,AmRu15823,2014,severe_assault,M,15
C356174,Thursday,206,Asmara,Amanzi,AmAs10804,2014,public_intoxication,C,21
C356184,Tuesday,129,Rural,Hawassa,HaRu18153,2014,harassment,F,6
C356186,Monday,18,Rural,Kilimani,KiRu26940,2014,harassment,F,13
C356241,Monday,152,Rural,Hawassa,HaRu17783,2014,sexual_assault,F,22
C356249,Monday,84,Rural,Kilimani,KiRu25351,2014,sexual_assault,F,23
C356253,Monday,84,Rural,Kilimani,KiRu25351,2014,harassment,F,19
C356264,Monday,18,Rural,Kilimani,KiRu26940,2014,public_intoxication,F,18
C356268,Friday,146,Zuri,Kilimani,KiZu30779,2014,sexual_assault,C,7
C356274,Saturday,328,Rural,Akatsi,AkRu03486,2014,sexual_assault,M,7
C356280,Wednesday,174,Bello,Amanzi,AmBe11159,2014,vandalism,F,8
C356285,Thursday,26,Zuri,Kilimani,KiZu30825,2014,public_intoxication,F,6
C356312,Saturday,245,Rural,Amanzi,AmRu15664,2014,sexual_assault,M,7
C356322,Saturday,245,Rural,Amanzi,AmRu15664,2014,vandalism,M,22
C356328,Friday,104,Rural,Sokoto,SoRu38013,2014,sexual_assault,F,15
C356330,Thursday,240,Rural,Akatsi,AkRu08450,2014,murder,F,17
C356338,Wednesday,174,Bello,Amanzi,AmBe11159,2014,harassment,F,20
C356344,Sunday,94,Rural,Kilimani,KiRu27939,2014,public_intoxication,F,19
C356346,Wednesday,34,Rural,Akatsi,AkRu03210,2014,harassment,F,20
C356349,Saturday,345,Rural,Kilimani,KiRu29074,2014,public_intoxication,M,16
C356354,Friday,146,Zuri,Kilimani,KiZu30899,2014,harassment,F,20
C356361,Friday,17,Rural,Akatsi,AkRu06317,2014,public_intoxication,C,4
